,token,lemma,basic_pos_tag,advanced_pos_tag,gender,singularity,person,derivation
3703,ब्याह,ब्याह,n,NN,m,sg,3,0
3704,तो,तो,avy,RP,-,-,-,-
3705,होगा,हो,v,VM,m,sg,3,गा
3706,ही,ही,avy,RP,-,-,-,-
3707,...,...,punc,SYM,-,-,-,-
3708,...,...,punc,SYM,-,-,-,-
3709,रजोदेवी,रजोदेवी,n,NNP,f,sg,3,0
3710,-,-,punc,SYM,-,-,-,-
3711,पूरी,पूरा,adj,JJ,f,sg,-,-
3712,बात,बात,n,NN,f,sg,3,0
3713,तो,तो,avy,RP,-,-,-,-
3714,सुनो,सुन,v,VM,any,sg,2,ओ
3715,।,।,punc,SYM,-,-,-,-
3716,।,।,punc,SYM,-,-,-,-
3717,रतन,रतन,n,NNP,m,sg,3,0
3718,-,-,punc,SYM,-,-,-,-
3719,ठीक,ठीक,adj,JJ,any,any,-,-
3720,है,है,v,VM,any,sg,3,है
3721,है,है,v,VM,any,sg,3,है
3722,सुनाओ,सुना,v,VM,any,sg,2,ओ
3723,।,।,punc,SYM,-,-,-,-
3724,।,।,punc,SYM,-,-,-,-
3725,रजोदेवी,रजोदेवी,n,NNP,f,sg,3,0
3726,-,-,punc,SYM,-,-,-,-
3727,ब्याह,ब्याह,n,NN,m,sg,3,0
3728,तो,तो,avy,RP,-,-,-,-
3729,हो,हो,v,VM,any,sg,any,0_जा+या1
3730,गया,जा,v,VAUX,m,sg,any,या1
3731,पर,पर,avy,CC,-,-,-,-
3732,माँग,माँग,n,NN,f,sg,3,0_में
3733,में,में,psp,PSP,-,-,-,-
3734,सिंदूर,सिंदूर,n,NN,m,sg,3,0
3735,पड़ते,पड,v,VM,m,sg,any,ता
3736,ही,ही,avy,RP,-,-,-,-
3737,एक,एक,num,QC,any,any,-,-
3738,डरावाना,डरावाना,adj,JJ,m,sg,-,-
3739,सा,सा,avy,RP,m,sg,-,-
3740,आदमी,आदमी,n,NN,m,sg,3,0
3741,काले,काला,adj,JJ,m,sg,-,-
3742,भैंसे,भैंसा,n,NN,m,sg,3,0_पर
3743,पर,पर,psp,PSP,-,-,-,-
3744,सवार,सवार,adj,JJ,any,any,-,-
3745,होकर,हो,v,VM,any,any,any,कर
3746,आया,आ,v,VM,m,sg,any,या
3747,और,और,avy,CC,-,-,-,-
3748,बिटिया,बिटिया,n,NN,f,sg,3,0
3749,निगल,निगल,v,VM,any,sg,any,0_जा+या1
3750,गया,जा,v,VAUX,m,sg,any,या1
3751,कहकर,कह,v,VM,any,any,any,कर
3752,आँसू,आँसू,n,NN,m,pl,3,0
3753,बहाने,बहा,v,VM,any,sg,any,ना_लग+या
3754,लगी,लग,v,VAUX,f,sg,any,या
3755,।,।,punc,SYM,-,-,-,-
3756,।,।,punc,SYM,-,-,-,-
3757,रतन,रतन,n,NNP,m,sg,3,0
3758,-,-,punc,SYM,-,-,-,-
3759,रामधर,रामधर,n,NNP,m,sg,3,0_का
3760,की,का,psp,PSP,f,sg,-,-
3761,माँ,माँ,n,NN,f,sg,3,0
3762,ये,यह,pn,PRP,any,sg,3,0
3763,तुम्हारा,तुम,pn,PRP,m,sg,2,का
3764,भ्रम,भ्रम,n,NN,m,sg,3,0
3765,है,है,v,VM,any,sg,3,है
3766,है,है,v,VM,any,sg,3,है
3767,फिर,फिर,adv,RB,-,-,-,-
3768,भी,भी,avy,RP,-,-,-,-
3769,किसी,कोई,pn,PRP,any,sg,3,0
3770,जानकार,जानकार,n,NN,m,sg,3,0_से
3771,से,से,psp,PSP,-,-,-,-
3772,समझ,समझ,v,VM,any,pl,1,0_ले+गा
3773,लेंगे,ले,v,VAUX,m,pl,1,गा
3774,।,।,punc,SYM,-,-,-,-
3775,।,।,punc,SYM,-,-,-,-
3776,देखो,देख,avy,INJ,-,-,-,-
3777,श्रीधर,श्रीधर,n,NNP,m,sg,3,0
3778,",",COMMA,punc,SYM,-,-,-,-
3779,रामधर,रामधर,n,NNP,m,sg,3,0
3780,",",COMMA,punc,SYM,-,-,-,-
3781,रजनी,रजनी,n,NNP,f,sg,3,0
3782,",",COMMA,punc,SYM,-,-,-,-
3783,चिन्ता,चिन्ता,n,NNP,f,sg,3,0
3784,",",COMMA,punc,SYM,-,-,-,-
3785,मिन्ता,मिन्ता,n,NNP,f,sg,3,0
3786,और,और,avy,CC,-,-,-,-
3787,सुगन्दा,सुगन्दा,n,NNP,f,sg,3,0
3788,सभी,सब,pn,PRP,any,pl,3,0
3789,घबरा,घबरा,v,VM,m,pl,3,0_जा+या1_है
3790,गये,जा,v,VAUX,m,pl,any,या1
3791,हैं,है,v,VAUX,any,pl,3,है
3792,।,।,punc,SYM,-,-,-,-
3793,।,।,punc,SYM,-,-,-,-
3794,मन,मन,n,NN,m,sg,3,0_से
3795,से,से,psp,PSP,-,-,-,-
3796,भ्रम,भ्रम,n,NN,m,sg,3,0_का
3797,का,का,psp,PSP,m,sg,-,-
3798,भूत,भूत,n,NN,m,sg,3,0
3799,निकाल,निकाल,v,VM,any,sg,2,0_फेंक+ओ
3800,फेंको,फेंक,v,VAUX,any,sg,2,ओ
3801,और,और,avy,CC,-,-,-,-
3802,शान्त,शांत,adj,JJ,any,any,-,-
3803,होकर,हो,v,VM,any,any,any,कर
3804,सो,सो,v,VM,any,sg,2,0_जा+ओ
3805,जाओ,जा,v,VAUX,any,sg,2,ओ
3806,।,।,punc,SYM,-,-,-,-
3807,।,।,punc,SYM,-,-,-,-
3808,रजोदेवी,रजोदेवी,n,NNP,f,sg,3,0
3809,-,-,punc,SYM,-,-,-,-
3810,ठीक,ठीक,adj,JJ,any,any,-,-
3811,कह,कह,v,VM,m,sg,2,0_रह+या_है+ओ
3812,रहे,रह,v,VAUX,m,sg,any,या
3813,हो,है,v,VAUX,any,sg,2,ओ
3814,।,।,punc,SYM,-,-,-,-
3815,।,।,punc,SYM,-,-,-,-
3816,रतन,रतन,n,NNP,m,sg,3,0
3817,बेटी,बेटी,n,NN,f,sg,3,0_का
3818,के,का,psp,PSP,m,sg,-,-
3819,ब्याह,ब्याह,n,NN,m,sg,3,0_के_पहले
3820,के,के,psp,PSP,-,-,-,-
3821,पहले,पहले,nst,NST,m,sg,3,-
3822,घर,घर,n,NNC,m,sg,3,0
3823,-,-,punc,SYM,-,-,-,-
3824,वर,वर,n,NN,m,sg,3,0_के_बारे_में
3825,के,के,psp,PSP,-,-,-,-
3826,बारे,बारे,psp,PSP,-,-,-,-
3827,में,में,psp,PSP,-,-,-,-
3828,जाँच,जाँच,n,NNC,f,sg,3,0
3829,-,-,punc,SYM,-,-,-,-
3830,पड़ताल,पडताल,n,NN,f,sg,3,0
3831,किया,कर,v,VM,m,sg,any,या
3832,पर,पर,avy,CC,-,-,-,-
3833,उसे,वह,pn,PRP,any,sg,3,को
3834,गरीबी,गरीबी,n,NN,f,sg,3,0_के_अलावा
3835,के,के,psp,PSP,-,-,-,-
3836,अलावा,अलावा,psp,PSP,-,-,-,-
3837,और,और,adj,JJ,any,any,-,-
3838,खोट,खोट,n,NN,f,sg,3,0
3839,नजर,नजर,n,NN,f,sg,3,0
3840,नहीं,नहीं,avy,NEG,-,-,-,-
3841,आयी,आ,v,VM,f,sg,any,या
3842,आयी,आ,v,VM,f,sg,any,या
3843,खैर,खैर,avy,INJ,-,-,-,-
3844,गरीब,गरीब,adj,JJ,any,any,-,-
3845,तो,तो,avy,RP,-,-,-,-
3846,खुद,खुद,pn,PRP,-,-,-,-
3847,रतन,रतन,n,NNP,m,sg,3,0
3848,भी,भी,avy,RP,-,-,-,-
3849,था,था,v,VM,m,sg,any,था
3850,।,।,punc,SYM,-,-,-,-
3851,।,।,punc,SYM,-,-,-,-
3852,बैजू,बैजू,n,NNP,m,sg,3,0_का
3853,की,का,psp,PSP,f,sg,-,-
3854,शिक्षा,शिक्षा,n,NNC,f,sg,3,0
3855,-,-,punc,SYM,-,-,-,-
3856,दीक्षा,दीक्षा,n,NN,f,sg,3,0_से
3857,से,से,psp,PSP,-,-,-,-
3858,वह,वह,pn,PRP,any,sg,3,0
3859,काफी,काफी,avy,QF,-,-,-,-
3860,प्रभावित,प्रभावित,adj,JJ,any,any,-,-
3861,था,था,v,VM,m,sg,any,था
3862,।,।,punc,SYM,-,-,-,-
3863,।,।,punc,SYM,-,-,-,-
3864,उसको,वह,pn,PRP,any,sg,3,को
3865,उम्मीद,उम्मीद,n,NN,f,sg,3,0
3866,थी,था,v,VM,f,sg,any,था
3867,कि,कि,avy,CC,-,-,-,-
3868,बैजू,बैजू,n,NNP,m,sg,3,0_को
3869,को,को,psp,PSP,-,-,-,-
3870,आगे,आगे,nst,NST,m,sg,3,-
3871,चलकर,चल,v,VM,any,any,any,कर
3872,कोई,कोई,pn,PRP,any,sg,3,0
3873,सरकारी,सरकारी,adj,JJ,any,any,-,-
3874,नौकरी,नौकरी,n,NN,f,sg,3,0
3875,मिल,मिल,v,VM,any,sg,3,0_जा+गा
3876,जायेगी,जा,v,VAUX,f,sg,3,गा
3877,।,।,punc,SYM,-,-,-,-
3878,।,।,punc,SYM,-,-,-,-
3879,नहीं,नहीं,avy,NEG,-,-,-,-
3880,भी,भी,avy,RP,-,-,-,-
3881,मिली,मिल,v,VM,f,sg,any,या
3882,तो,तो,avy,CC,-,-,-,-
3883,क्या,क्या,pn,WQ,-,-,-,-
3884,कम्पाउण्डरी,कम्पाउण्डरी,n,NN,f,sg,3,0_का
3885,की,का,psp,PSP,f,sg,-,-
3886,कमाई,कमाई,n,NN,f,sg,3,0_से
3887,से,से,psp,PSP,-,-,-,-
3888,गृहस्थी,गृहस्थी,n,NN,f,sg,3,0
3889,तो,तो,avy,RP,-,-,-,-
3890,आराम,आराम,n,NN,m,sg,3,0_से
3891,से,से,psp,PSP,-,-,-,-
3892,चल,चल,v,VM,f,sg,3,0_सक+ता_है
3893,सकती,सक,v,VAUX,f,sg,any,ता
3894,है,है,v,VAUX,any,sg,3,है
3895,।,।,punc,SYM,-,-,-,-
3896,।,।,punc,SYM,-,-,-,-
3897,ऊपर,ऊपर,nst,NST,m,sg,3,0_से
3898,से,से,psp,PSP,-,-,-,-
3899,बैजू,बैजू,n,NNP,m,sg,3,0_का
3900,की,का,psp,PSP,f,sg,-,-
3901,माँ,माँ,n,NN,f,sg,3,0_का
3902,की,का,psp,PSP,f,sg,-,-
3903,भी,भी,avy,RP,-,-,-,-
3904,कुछ,कुछ,avy,QF,-,-,-,-
3905,कमाई,कमाई,n,NN,f,sg,3,0
3906,तो,तो,avy,RP,-,-,-,-
3907,हो,हो,v,VM,f,sg,3,0_जा+ता_है
3908,ही,ही,avy,RP,-,-,-,-
3909,जाती,जा,v,VAUX,f,sg,any,ता
3910,है,है,v,VAUX,any,sg,3,है
3911,।,।,punc,SYM,-,-,-,-
3912,।,।,punc,SYM,-,-,-,-
3913,अपनी,अपना,pn,PRP,f,any,any,0
3914,तुलना,तुलना,n,NN,f,sg,3,0_में
3915,में,में,psp,PSP,-,-,-,-
3916,उसने,वह,pn,PRP,any,sg,3,ने
3917,बैजू,बैजू,n,NNP,m,sg,3,0_को
3918,को,को,psp,PSP,-,-,-,-
3919,खाता,खा,adj,JJC,m,sg,-,-
3920,-,-,punc,SYM,-,-,-,-
3921,पीता,पी,adj,JJ,m,sg,-,-
3922,पाया,पा,v,VM,m,sg,any,या
3923,और,और,avy,CC,-,-,-,-
3924,भगवान,भगवान,n,NN,m,sg,3,0_का
3925,का,का,psp,PSP,m,sg,-,-
3926,नाम,नाम,n,NN,m,sg,3,0
3927,लेकर,ले,v,VM,any,any,any,कर
3928,अपनी,अपना,pn,PRP,f,any,any,0
3929,हैसियत,हैसियत,n,NN,f,sg,3,0_के_अनुसार
3930,के,के,psp,PSP,-,-,-,-
3931,अनुसार,अनुसार,psp,PSP,-,-,-,-
3932,दान,दान,n,NNC,m,sg,3,0
3933,-,-,punc,SYM,-,-,-,-
3934,दहेज,दहेज,n,NN,m,sg,3,0
3935,देकर,दे,v,VM,any,any,any,कर
3936,बिटिया,बिटिया,n,NN,f,sg,3,0_का
3937,का,का,psp,PSP,m,sg,-,-
3938,ब्याह,ब्याह,n,NN,m,sg,3,0
3939,बैजू,बैजू,n,NNP,m,sg,3,0_से
3940,से,से,psp,PSP,-,-,-,-
3941,कर,कर,v,VM,any,sg,any,0_दे+या
3942,दिया,दे,v,VAUX,m,sg,any,या
3943,।,।,punc,SYM,-,-,-,-
3944,।,।,punc,SYM,-,-,-,-
3945,रजनी,रजनी,n,NNP,f,sg,3,0
3946,मायके,मायका,n,NN,m,sg,3,0_से
3947,से,से,psp,PSP,-,-,-,-
3948,हँसी,हँसी,adv,RBC,-,-,-,-
3949,-,-,punc,SYM,-,-,-,-
3950,खुशी,खुशी,adv,RB,-,-,-,-
3951,विदा,विदा,n,NN,f,sg,3,0
3952,हो,हो,v,VM,any,sg,any,0_जा+या1
3953,गयी,जा,v,VAUX,f,sg,any,या1
3954,।,।,punc,SYM,-,-,-,-
3955,।,।,punc,SYM,-,-,-,-
3956,ससुराल,ससुराल,n,NN,f,sg,3,0_में
3957,में,में,psp,PSP,-,-,-,-
3958,सासू,सासू,n,NNC,f,sg,3,0
3959,माँ,माँ,n,NN,f,sg,3,0_ने
3960,ने,ने,psp,PSP,-,-,-,-
3961,भी,भी,avy,RP,-,-,-,-
3962,आव,आव,n,NNC,f,sg,3,0
3963,-,-,punc,SYM,-,-,-,-
3964,भगत,भगत,n,NN,f,sg,3,0
3965,की,कर,v,VM,f,sg,any,या
3966,।,।,punc,SYM,-,-,-,-
3967,।,।,punc,SYM,-,-,-,-
3968,रजनी,रजनी,n,NNP,f,sg,3,0_को
3969,को,को,psp,PSP,-,-,-,-
3970,बिटिया,बिटिया,n,NN,f,sg,3,0
3971,मानकर,मान,v,VM,any,any,any,कर
3972,बेटी,बेटी,n,NN,f,sg,3,0_जैसा
3973,जैसा,जैसा,psp,PSP,m,sg,-,-
3974,बरताव,बरताव,n,NN,m,sg,3,0
3975,करने,कर,v,VM,any,sg,any,ना_लग+या
3976,लगी,लग,v,VAUX,f,sg,any,या
3977,।,।,punc,SYM,-,-,-,-
3978,।,।,punc,SYM,-,-,-,-
3979,एक,एक,num,QC,any,any,-,-
3980,बात,बात,n,NN,f,sg,3,0
3981,दबी,दब,v,VM,f,sg,any,या
3982,रह,रह,v,VM,f,sg,any,0_जा+या1_था
3983,गयी,जा,v,VAUX,f,sg,any,या1
3984,थी,था,v,VAUX,f,sg,any,था
3985,थी,था,v,VAUX,f,sg,any,था
3986,वह,वह,pn,PRP,any,sg,3,0
3987,ब्याह,ब्याह,n,NN,m,sg,3,0_के_बाद
3988,के,के,psp,PSP,-,-,-,-
3989,बाद,बाद,nst,NST,m,sg,3,-
3990,उभर,उभर,v,VM,any,any,any,0_कर
3991,कर,कर,v,VAUX,any,any,any,0
3992,आयी,आ,v,VM,f,sg,any,या
3993,।,।,punc,SYM,-,-,-,-
3994,।,।,punc,SYM,-,-,-,-
3995,बैजू,बैजू,n,NNP,m,sg,3,0_का
3996,का,का,psp,PSP,m,sg,-,-
3997,चाल,चाल,n,NNC,m,sg,3,0
3998,-,-,punc,SYM,-,-,-,-
3999,चलन,चलन,n,NN,m,sg,3,0
4000,ठीक,ठीक,adj,JJ,any,any,-,-
4001,नहीं,नहीं,avy,NEG,-,-,-,-
4002,था,था,v,VM,m,sg,any,था
4003,।,।,punc,SYM,-,-,-,-
4004,।,।,punc,SYM,-,-,-,-
4005,उसके,वह,pn,PRP,m,sg,3,का
4006,बुरे,बुरा,adj,JJ,m,sg,-,-
4007,चाल,चाल,n,NNC,m,sg,3,0
4008,-,-,punc,SYM,-,-,-,-
4009,चलन,चलन,n,NN,m,sg,3,0_ने
4010,ने,ने,psp,PSP,-,-,-,-
4011,फूल,फूल,n,NN,m,sg,3,0_जैसा
4012,जैसी,जैसा,psp,PSP,f,sg,-,-
4013,रजनी,रजनी,n,NNP,f,sg,3,0_का
4014,का,का,psp,PSP,m,sg,-,-
4015,ख्याल,ख्याल,n,NN,m,sg,3,0
4016,नहीं,नहीं,avy,NEG,-,-,-,-
4017,आने,आ,v,VM,any,sg,any,ना_दे+या
4018,दिया,दे,v,VAUX,m,sg,any,या
4019,।,।,punc,SYM,-,-,-,-
4020,।,।,punc,SYM,-,-,-,-
4021,वह,वह,pn,PRP,any,sg,3,0
4022,देर,देर,n,NN,f,sg,3,0
4023,रात,रात,n,NN,f,sg,3,0_में
4024,में,में,psp,PSP,-,-,-,-
4025,घर,घर,n,NN,m,sg,3,0
4026,आता,आ,v,VM,m,sg,any,ता
4027,आता,आ,v,VM,m,sg,any,ता
4028,सुबह,सुबह,n,NN,f,sg,3,0
4029,जल्दी,जल्दी,adv,RB,-,-,-,-
4030,चला,चल,v,VM,m,sg,any,या_जा+ता
4031,जाता,जा,v,VAUX,m,sg,any,ता
4032,।,।,punc,SYM,-,-,-,-
4033,।,।,punc,SYM,-,-,-,-
4034,बूढ़ी,बूढ़ा,adj,JJ,f,sg,-,-
4035,माँ,माँ,n,NN,f,sg,3,0
4036,बहुत,बहुत,avy,QF,-,-,-,-
4037,समझाती,समझा,v,VM,f,sg,any,ता
4038,पर,पर,avy,CC,-,-,-,-
4039,उसकी,वह,pn,PRP,f,sg,3,का
4040,बुरी,बुरा,adj,JJ,f,pl,-,-
4041,आदतें,आदत,n,NN,f,pl,3,0
4042,नहीं,नहीं,avy,NEG,-,-,-,-
4043,छूटीं,छूट,v,VM,f,pl,any,या
4044,।,।,punc,SYM,-,-,-,-
4045,।,।,punc,SYM,-,-,-,-
4046,साल,साल,n,NN,m,sg,3,0_के_अन्दर
4047,भर,भर,avy,RP,-,-,-,-
4048,के,के,psp,PSP,-,-,-,-
4049,अन्दर,अन्दर,nst,NST,m,sg,3,-
4050,रजनी,रजनी,n,NNP,f,sg,3,0_का
4051,की,का,psp,PSP,f,sg,-,-
4052,गोद,गोद,n,NN,f,sg,3,0
4053,हरी,हरा,adj,JJ,f,sg,-,-
4054,हो,हो,v,VM,any,sg,any,0_जा+या1
4055,गयी,जा,v,VAUX,f,sg,any,या1
4056,।,।,punc,SYM,-,-,-,-
4057,।,।,punc,SYM,-,-,-,-
4058,वह,वह,pn,PRP,any,sg,3,0
4059,भी,भी,avy,RP,-,-,-,-
4060,एक,एक,num,QC,any,any,-,-
4061,बेटी,बेटी,n,NN,f,sg,3,0_का
4062,की,का,psp,PSP,f,sg,-,-
4063,माँ,माँ,n,NN,f,sg,3,0
4064,बन,बन,v,VM,any,sg,any,0_जा+या1
4065,गयी,जा,v,VAUX,f,sg,any,या1
4066,।,।,punc,SYM,-,-,-,-
4067,।,।,punc,SYM,-,-,-,-
4068,बेटी,बेटी,n,NN,f,sg,3,0_के
4069,के,के,psp,PSP,-,-,-,-
4070,आते,आ,v,VM,m,sg,any,ता
4071,ही,ही,avy,RP,-,-,-,-
4072,बैजू,बैजू,n,NNP,m,sg,3,0
4073,और,और,avy,INTF,-,-,-,-
4074,अधिक,अधिक,avy,QF,-,-,-,-
4075,लापरवाह,लापरवाह,adj,JJ,any,any,-,-
4076,हो,हो,v,VM,any,sg,any,0_जा+या1
4077,गया,जा,v,VAUX,m,sg,any,या1
4078,।,।,punc,SYM,-,-,-,-
4079,।,।,punc,SYM,-,-,-,-
4080,बेटी,बेटी,n,NN,f,sg,3,0_का
4081,के,का,psp,PSP,m,sg,-,-
4082,जन्म,जन्म,n,NN,m,sg,3,0_के_बाद_से
4083,के,के,psp,PSP,-,-,-,-
4084,बाद,बाद,nst,NST,m,sg,3,-
4085,से,से,psp,PSP,-,-,-,-
4086,रजनी,रजनी,n,NNP,f,sg,3,0
4087,बीमार,बीमार,adj,JJ,any,any,-,-
4088,रहने,रह,v,VM,any,sg,any,ना_लग+या
4089,लगी,लग,v,VAUX,f,sg,any,या
4090,।,।,punc,SYM,-,-,-,-
4091,।,।,punc,SYM,-,-,-,-
4092,वही,वह,pn,DEM,any,sg,3,-
4093,रजनी,रजनी,n,NNP,f,sg,3,0
4094,जिसका,जो,pn,PRP,m,sg,3,का
4095,मायके,मायका,n,NN,m,sg,3,0_में
4096,में,में,psp,PSP,-,-,-,-
4097,कभी,कभी,pn,PRP,-,-,-,-
4098,सिर,सिर,n,NN,m,sg,3,0
4099,तक,तक,avy,RP,-,-,-,-
4100,नहीं,नहीं,avy,NEG,-,-,-,-
4101,दुखा,दुख,v,VM,m,sg,any,या_था
4102,था,था,v,VAUX,m,sg,any,था
4103,।,।,punc,SYM,-,-,-,-
4104,।,।,punc,SYM,-,-,-,-
4105,बूढ़ी,बूढ़ा,adj,JJ,f,sg,-,-
4106,सास,सास,n,NN,f,sg,3,0_से
4107,से,से,psp,PSP,-,-,-,-
4108,जिसकी,जो,pn,PRP,f,sg,3,का
4109,आँखों,आँख,n,NN,f,pl,3,0_से
4110,से,से,psp,PSP,-,-,-,-
4111,अब,अब,pn,PRP,-,-,-,-
4112,सूझना,सूझ,v,VM,any,any,any,ना
4113,भी,भी,avy,RP,-,-,-,-
4114,कम,कम,avy,QF,-,-,-,-
4115,हो,हो,v,VM,m,sg,any,0_जा+या1_था
4116,गया,जा,v,VAUX,m,sg,any,या1
4117,था,था,v,VAUX,m,sg,any,था
4118,।,।,punc,SYM,-,-,-,-
4119,।,।,punc,SYM,-,-,-,-
4120,घुटने,घुटना,n,NN,m,pl,3,0
4121,शरीर,शरीर,n,NN,m,sg,3,0_का
4122,का,का,psp,PSP,m,sg,-,-
4123,भार,भार,n,NN,m,sg,3,0
4124,ढोने,ढो,v,VM,any,any,any,ना_में
4125,में,में,psp,PSP,-,-,-,-
4126,आनाकानी,आनाकानी,n,NN,f,sg,3,0
4127,करने,कर,v,VM,m,pl,any,ना_लग+या_था
4128,लगे,लग,v,VAUX,m,pl,any,या
4129,थे,था,v,VAUX,m,pl,any,था
4130,",",COMMA,punc,SYM,-,-,-,-
4131,",",COMMA,punc,SYM,-,-,-,-
4132,जहाँ,जहाँ,pn,PRP,-,-,-,0_तक
4133,तक,तक,psp,PSP,-,-,-,-
4134,होता,हो,v,VM,m,sg,any,ता
4135,दवा,दवा,n,NNC,f,sg,3,0
4136,-,-,punc,SYM,-,-,-,-
4137,दारू,दारू,n,NN,f,sg,3,0
4138,करती,कर,v,VM,f,sg,any,ता
4139,पर,पर,avy,CC,-,-,-,-
4140,बैजू,बैजू,n,NNP,m,sg,3,0_ने
4141,ने,ने,psp,PSP,-,-,-,-
4142,कभी,कभी,pn,PRP,-,-,-,-
4143,भूलकर,भूल,v,VM,any,any,any,कर
4144,एक,एक,num,QC,any,any,-,-
4145,गोली,गोली,n,NN,f,sg,3,0
4146,तक,तक,avy,RP,-,-,-,-
4147,नहीं,नहीं,avy,NEG,-,-,-,-
4148,दी,दे,v,VM,f,sg,any,या
4149,।,।,punc,SYM,-,-,-,-
4150,।,।,punc,SYM,-,-,-,-
4151,बूढ़ी,बूढ़ा,adj,JJ,f,sg,-,-
4152,माँ,माँ,n,NN,f,sg,3,0
4153,कहती,कह,v,VM,f,sg,any,ता
4154,बेटा,बेटा,n,NN,m,sg,3,0
4155,बहू,बहू,n,NN,f,sg,3,0_का
4156,की,का,psp,PSP,f,sg,-,-
4157,तबियत,तबियत,n,NN,f,sg,3,0
4158,ठीक,ठीक,adj,JJ,any,any,-,-
4159,नहीं,नहीं,avy,NEG,-,-,-,-
4160,हो,हो,v,VM,f,sg,3,0_रह+या_है
4161,रही,रह,v,VAUX,f,sg,any,या
4162,है,है,v,VAUX,any,sg,3,है
4163,।,।,punc,SYM,-,-,-,-
4164,।,।,punc,SYM,-,-,-,-
4165,दवाई,दवाई,n,NN,f,sg,3,0
4166,क्यों,क्यों,pn,WQ,-,-,-,-
4167,नहीं,नहीं,avy,NEG,-,-,-,-
4168,देता,दे,v,VM,m,sg,any,ता
4169,या,या,avy,CC,-,-,-,-
4170,अस्पताल,अस्पताल,n,NN,m,sg,3,0
4171,ले,ले,v,VM,any,any,any,0_जा+कर
4172,जाकर,जा,v,VAUX,any,any,any,कर
4173,क्यों,क्यों,pn,WQ,-,-,-,-
4174,नहीं,नहीं,avy,NEG,-,-,-,-
4175,दिखाता,दिखा,v,VM,m,sg,any,ता
4176,दिखाता,दिखा,v,VM,m,sg,any,ता
4177,बेचारी,बेचारी,n,NN,f,sg,3,0
4178,खटिया,खटिया,n,NN,f,sg,3,0_में
4179,में,में,psp,PSP,-,-,-,-
4180,सटती,सट,v,VM,f,sg,3,ता_जा_रह+या_है
4181,जा,जा,v,VAUX,any,any,any,0
4182,रही,रह,v,VAUX,f,sg,any,या
4183,है,है,v,VAUX,any,sg,3,है
4184,।,।,punc,SYM,-,-,-,-
4185,।,।,punc,SYM,-,-,-,-
4186,वह,वह,pn,PRP,any,sg,3,0
4187,कहता,कह,v,VM,m,sg,any,ता
4188,इसको,यह,pn,PRP,any,sg,3,को
4189,दवाई,दवाई,n,NN,f,sg,3,0
4190,देने,दे,v,VM,any,any,any,ना_से
4191,से,से,psp,PSP,-,-,-,-
4192,कोई,कोई,pn,PRP,any,sg,3,0
4193,पैसा,पैसा,n,NN,m,sg,3,0
4194,मिलेगा,मिल,v,VM,m,sg,3,गा
4195,क्या,क्या,pn,WQ,-,-,-,-
4196,?,?,punc,SYM,-,-,-,-
4197,?,?,punc,SYM,-,-,-,-
4198,अस्पताल,अस्पताल,n,NN,m,sg,3,0
4199,ले,ले,v,VM,any,any,any,0_जा+कर
4200,जाकर,जा,v,VAUX,any,any,any,कर
4201,इलाज,इलाज,n,NN,m,sg,3,0
4202,करवाने,करा,v,VM,any,any,any,ना_के_लिये
4203,के,के,psp,PSP,-,-,-,-
4204,लिये,लिये,psp,PSP,-,-,-,-
4205,मेरे,मैं,pn,PRP,any,sg,1,0_पास
